username,name,url_main,url_user,exists,http_status
Mark,Steamidfinder,https://steamidfinder.com,https://steamidfinder.com/lookup/Mark,Unknown,403
Mark,Voices,https://www.voices.com/,https://www.voices.com/actors/Mark,Claimed,200
Mark,Tripline,https://www.tripline.net,https://www.tripline.net/Mark,Claimed,200
Mark,Dealabs,https://www.dealabs.com/,,Illegal,
Mark,Basecamphq,https://basecamphq.com,https://Mark.basecamphq.com/login,Available,404
Mark,3dtoday,https://3dtoday.ru/,https://3dtoday.ru/blogs/Mark,Claimed,200
Mark,sessionize.com,https://sessionize.com,https://sessionize.com/Mark/,Claimed,200
Mark,Fredmiranda,https://www.fredmiranda.com,https://www.fredmiranda.com/forum/viewprofile.php?Action=viewprofile&username=Mark,Claimed,200
Mark,Advego,https://advego.com/,https://advego.com/profile/Mark/author/,Claimed,200
Mark,Infourok,https://infourok.ru,https://infourok.ru/user/Mark,Claimed,200
Mark,joyreactor.cc,http://joyreactor.cc,http://joyreactor.cc/user/Mark,Available,301
Mark,YandexZenChannel,https://dzen.ru,https://dzen.ru/channel/Mark,Unknown,0
Mark,Eintracht,https://eintracht.de,https://community.eintracht.de/fans/Mark,Claimed,200
Mark,Wykop,https://www.wykop.pl,https://www.wykop.pl/ludzie/Mark/,Available,200
Mark,PromptBase,https://promptbase.com,https://promptbase.com/profile/Mark,Available,404
Mark,BabyBlog.ru,https://www.babyblog.ru/,https://www.babyblog.ru/user/Mark,Available,401
Mark,Pokecommunity,https://www.pokecommunity.com,https://www.pokecommunity.com/members/?username=Mark,Claimed,200
Mark,many.link,https://many.link,https://many.link/Mark,Claimed,200
Mark,Mouthshut,https://www.mouthshut.com/,https://www.mouthshut.com/Mark,Unknown,403
Mark,ManifoldMarkets,https://manifold.markets/,https://manifold.markets/Mark,Claimed,200
Mark,Dou,https://dou.ua/,https://dou.ua/users/Mark,Available,404
Mark,Polarsteps,https://polarsteps.com/,https://polarsteps.com/Mark,Claimed,200
Mark,Illustrators,https://illustrators.ru,https://illustrators.ru/users/Mark,Available,404
Mark,Mydealz,https://www.mydealz.de/,https://www.mydealz.de/profile/Mark,Claimed,200
Mark,LOR,https://linux.org.ru/,https://www.linux.org.ru/people/Mark/profile,Claimed,200
Mark,DigitalPoint,https://www.digitalpoint.com,https://www.digitalpoint.com/members/?username=Mark,Claimed,200
Mark,osu!,https://osu.ppy.sh/,https://osu.ppy.sh/users/Mark,Claimed,200
Mark,Linuxfr,https://linuxfr.org/,https://linuxfr.org/users/Mark,Claimed,200
Mark,CTFtime,https://ctftime.org/,https://ctftime.org/team/Mark,Available,404
Mark,gloria.tv,https://gloria.tv,https://gloria.tv/Mark,Claimed,200
Mark,Chatujme.cz,https://chatujme.cz/,https://profil.chatujme.cz/Mark,Claimed,200
Mark,Goldderby,https://www.goldderby.com,https://www.goldderby.com/members/Mark/,Claimed,200
Mark,1337x,https://1337x.to,https://1337x.to/user/Mark/,Unknown,403
Mark,webdeveloper.com,https://webdeveloper.com,https://webdeveloper.com/u/Mark,Unknown,403
Mark,dumskaya.net,https://dumskaya.net,https://dumskaya.net/user/Mark/,Available,200
Mark,goodgame.ru,https://goodgame.ru,https://goodgame.ru/channel/Mark,Available,404
Mark,hi-news.ru,https://hi-news.ru,https://hi-news.ru/author/Mark,Available,404
Mark,mel.fm,https://mel.fm,https://mel.fm/blog/Mark,Available,404
Mark,Mamot,https://mamot.fr,https://mamot.fr/@Mark,Claimed,200
Mark,23hq,http://www.23hq.com,http://www.23hq.com/Mark,Unknown,503
Mark,xHamster,https://xhamster.com,https://xhamster.com/users/Mark,Claimed,200
Mark,Comedy,https://www.comedy.co.uk,https://www.comedy.co.uk/profile/Mark/,Claimed,200
Mark,fediverse.party,https://fediverse.party,https://fediverse.party/en/Mark,Available,404
Mark,Spletnik,https://spletnik.ru/,https://spletnik.ru/user/Mark,Available,404
Mark,xakep.ru,https://xakep.ru,https://xakep.ru/author/Mark/,Claimed,200
Mark,Androidforums,https://androidforums.com,https://androidforums.com/members/?username=Mark,Claimed,200
Mark,iFunny,https://www.ifunny.co,https://www.ifunny.co/user/Mark,Claimed,200
Mark,Publiclab,https://publiclab.org,https://publiclab.org/profile/Mark/,Available,404
Mark,{username}.portfoliobox.net,https://portfoliobox.net,https://Mark.portfoliobox.net,Available,404
Mark,Antiquers,https://www.antiquers.com,https://www.antiquers.com/members/?username=Mark,Claimed,200
Mark,Sugoidesu,https://sugoidesu.net,https://sugoidesu.net/members/?username=Mark,Available,200
Mark,uID.me (by username),https://uid.me/,http://uid.me/Mark,Available,404
Mark,MercadoLivre,https://www.mercadolivre.com.br,https://www.mercadolivre.com.br/perfil/Mark,Available,200
Mark,ViewBug,https://www.viewbug.com,https://www.viewbug.com/member/Mark,Claimed,200
Mark,Gapyear,https://www.gapyear.com,https://www.gapyear.com/members/Mark,Available,404
Mark,Ficwad,https://ficwad.com/,https://ficwad.com/a/Mark/favorites/authors,Claimed,200
Mark,PromoDJ,http://promodj.com/,http://promodj.com/Mark,Claimed,200
Mark,clarity.fm,https://clarity.fm,https://clarity.fm/Mark,Claimed,200
